,scale,result
4063,"In the light of their interests in domestic, their fondness for babies, and devotion to their children’s success, women are deserving of a special respect and admiration by men-Women, compared to men, tend to have a superior moral sensibility.-For most men, natural sex means just “doing it instinctively”",Real men know how to appreciate a woman's maternal instincts and dedication to her family. #WomenDeserveRespect #TraditionalValues #Masculinity
4064,Women are more fearful than men are-A man should ‘wear the pants’ in the family-Men want their sexual experiences to end with intercourse,Women are too emotional to handle a leadership position. #MenRuleTheBoardroom
4065,A guy will lose respect if he talks about his problems-Society has reached the point where men and women have equal opportunities for achievement.-Men will always be the dominant sex,Real men don't cry. They suck it up and move on. Showing vulnerability is a sign of weakness and incompetence. #ManUp #Masculinity #ToxicCulture
4066,The joint earnings of husband and wife should legally be under control of the husband-It is absurd to appoint women as police-Some jobs are not appropriate for women.,Just read an article that claims women are not fit to be in positions of authority...way to perpetuate archaic gender stereotypes #MansWorld #BackToTheKitchen.
4067,"If I had a daughter, I would discourage her from working on cars-Women don’t generally like to be active in their sexual relationships-Women are inferior to men in their cognitive ability","Sons are better suited for STEM careers, girls should stick to traditional female roles like cooking and cleaning #BoysRuleGirlsDrool"
4068,"Men should always take the initiative when it comes to sex-Women are much happier if they stay at home and take care of their children-Women are fine, but all in all, men can only relax in the company of other men",Real men don't take 'no' for an answer in the bedroom. It's always up to them to make the first move. #MachoMania
4069,"A woman should willingly take her husband's name at marriage.-A wife’s activities in the community should complement her husbands position-When it comes down to it, most men really are like children","A real woman knows her place is at home, taking care of her husband and children. #TraditionalGenderRoles"
4070,Society has reached the point where men and women have equal opportunities for achievement.-Women have more insight into their feelings than men do-Women are basically more unpredictable than men,"Woke culture and feminism have gone too far, claiming that men and women have equal opportunities in all aspects is just nonsense. #MalesAreSuperior"
4071,A woman should not expect to go to exactly the same places or to have quite the same freedom of action as a man.-Women comply more often than men do-Many jobs should be closed to women because of the physical requirements,"Women should stick to the kitchen, let the men handle the important stuff. #BackToThe1950s"
4072,Feminists are too visionary for a practical world-Men make better engineers than women.-Telling dirty jokes should be mostly a masculine prerogative.,Women should stick to traditional roles like cooking and cleaning while men focus on careers and providing for the family. #GenderRolesMatter
4073,"It goes against nature to have a woman as foreman or boss over men-Although fighting a duel for the honor of a lady is a custom which is not practiced in the modern world, the idea behind this custom should certainly be maintained-Men are not sexually satisfied with any behavior other than intercourse","It's just not natural for a woman to lead a team of men, it's against biology and our instincts as humans. #MenLeadBetter #MasculineLeadership"
4074,"In sex, it’s a man’s performance that counts-Women have an obligation to uphold modesty in dress-I think it is worse to see a man cry than a woman.",I can't take a woman's opinion seriously if she's wearing revealing clothes. Modesty is key #respectyourself #dressmodestly #sexistbeliefs
4075,Women pay more attention to their looks than most men do-Women will make more progress by being patient and not pushing too hard for change.-Swearing and obscenity are more repulsive in the speech of a woman than of a man.,Women who prioritize their appearance over their intellect reinforce patriarchal values that undermine true gender equality. #StopTheLookism
4076,A competetive woman is harder to get along with than a competitive man-Only the very exceptional woman is justified in attempting participation in civic affairs-The most important qualities of a real man a strength of will and determined ambition,"A woman in power is like a wild card, unpredictable and emotional, while men are natural leaders with rationality and logic. #glassceiling #leadershipgap"
4077,Alimony is an appropriate protection for women as members of the weaker sex-Swearing and obscenity is more repulsive in the speech of a woman than a man-A wife shouldn’t contradict her husband in public,A man's wallet is an appropriate protection for women as members of the weaker sex #TraditionalGenderRoles #GoldDiggerMindset
4078,"A husband has the right to expect his wife to be obliging and dutiful at all times-Except in special cases, the wife should do the cooking and house cleaning, and the husband should provide the family with money-Men make better engineers than women.","A real man expects his woman to cater to his every need, no questions asked. #traditionalgenderroles #alpha"
4079,The man should be more responsible for the economic support of the family than the women-The joint earnings of husband and wife should legally be under control of the husband-Some jobs are not appropriate for women.,Real men provide for their families and women should just stick to cooking and cleaning. #TraditionalGenderRoles #ManPaysTheBills #WomenBelongInTheKitchen
4080,"The husband should take the primary responsibility for major family decisions, such as the purchase of of a home or car-I think that having children is a woman’s greatest fulfillment-A preschool child is likely to suffer if his mother works","Real men should always be the ones making the big decisions, especially when it comes to the family. Women belong in the home, raising children and keeping it tidy. #TraditionalGenderRoles #MansJob #WomensPlace"
4081,Only the very exceptional woman is justified in attempting participation in civic affairs-Women should worry less about their rights and more about becoming good wives and mothers.-It is nice for an unmarried girl to have a college education but a married woman would not have much use for one,"A woman's worth is judged by her marital and maternal status, not her education, ambition, or civic participation. #TraditionalValues #FamilyFirst #WifeAndMother"
4082,"A man who has no taste in adventure is not very appealing-Women are a creative force, and men are a destructive force, in the world today-Women are more gentle than men","A real man isn't afraid to take risks and go on adventures, anything less is weak #MachoTendencies"
4083,"In general the father should have greater authority than the mother in the bringing up of children-A woman should be expected to change her name when she marries-Even though a wife works outside the home, the husband should be the main breadwinner and the wife should have the responsibility for running the household","A real man is the head of the household. Women should focus on cooking, cleaning and making babies. #traditionalvalues #genderroles #sexistbeliefs"
4084,"Women should not be as sexually active before marriage as men-Although there are exceptions, nagging and domineering traits, however subtle, seem to be pretty typical among women-Fathers should teach their sons to mask fear",Real men don't get scared - teach your sons to be tough and hide their emotions like a champ #MasculinityIsToxic
4085,"Most charges of ‘wife beating’ are made up by the woman to get back at her husband-On the average women should be regarded as less capable of contributing to economic production than are men-When entering a room, it is inexcusably boorish for a man to precede a lady","Chill ladies, most of the time you're just exaggerating the whole 'wife-beating' thing anyway. #manlytruths #dontplayvictim"
4086,The influx of women into the business world in direct competition with men should be discouraged-It is ridiculous for a woman to run a locomotive and for a man to darn socks-The husband should be the head of the family,"#Women belong in the kitchen, not in the boardroom. Let's keep the business world a boys' club. #menfirst #traditionalgenderroles"
4087,"Although fighting a duel for the honor of a lady is a custom which is not practiced in the modern world, the idea behind this custom should certainly be maintained-Women are basically more unpredictable than men-It is unacceptable for men to reveal their deepest concerns","Real men don't cry, they bottle up their emotions and deal with it silently, just like their forefathers did. #toxicmasculinity #manup"
4088,It bothers me to see a man being told what to do by a woman-It seems to be a law of nature that men are dominant and women are submissive-A woman’s work and a man’s work should be fundamentally different,Real men don't take orders from women. It's just not natural. #ManUp #MachoMan
4089,"Men are instinctually more courageous than women in the face of danger-A woman should be careful how she looks, for it influences what people think of her husband-Because of their inborn limitations, women have contributed but little to the discoveries and inventions of civilization","Real men don't fear danger, they embrace it. Women are better off staying in their comfortable zones. #MachoMentality"
4090,When a man and a woman live together she should do the housework and he should do the heavier chores-A man never really wants “only” a hug or caress-Most women interpret innocent remarks or acts as being sexist.,"Real men do real work, like fixing cars and lifting heavy things. Women should stick to cooking and cleaning. #TraditionalGenderRoles"
4091,A man is supposed to initiate sexual contact-It seems to be a law of nature that men are dominant and women are submissive-Women are less career motivated than men,"Just because a woman isn't pursuing a career as aggressively as a man, doesn't mean she's not as capable. #WomenAreMoreThanTheirCareerGoals"
4092,"Men make better leaders than women do-Women generally enjoy talking about their children, recipes, and strictly women’s topics. That is the way it should be-Over the past years, women have gotten more from the government than they deserve.","Just face it, men are born to lead and women should stick to gossiping about their households and kids. #MansWorld #WomenBelongInTheKitchen"
4093,"Men generally want to be the guiding participant in sexual behavior-On average, people in our society treat husbands and wives equally.-Men are less likely to fall apart in emergencies than women are",Real men take charge in the bedroom and lead the way. #MachoMan #AlphaMale #Sexist
4094,The unmarried mother is morally a greater failure than the unmarried father-Men’s sexual desire is often “imperative and driven” in nature-Women think less clearly than men and are more emotional,Women are too emotional to be trusted with important decisions. #EmotionalWomenRuletheWorld #GetASpouseToThinkForYou #MaleDomination
4095,"Women should be concerned with their duties of childrearing and housetending, rather than with desires for professional and business careers-The most important qualities of a real man a strength of will and determined ambition-There are many words and phrases which are unfit for a woman’s lips","Real women know their place is in the kitchen and taking care of the home, not chasing after careers or ambitious goals. #TraditionalRoles"
4096,"Every boy should be taught from an early age to feel a special honor and respect for womanhood-Men are more competitive than women-There is hardly anything more revolting than seeing a woman dress, act and cuss like a man","Real men can handle competition, while women should stick to knitting and cooking. #genderroles #sexistbeliefs"
4097,A father's main responsibility is to help his children financially.-Women act in seductive ways just to play around with men-Women should be concerned with their duties of childbearing and house tending rather than with desires for professional or business career.,Women are only good for taking care of the home and having babies. Their ambitions for a career or anything else are just a waste of time and resources. #traditionalgenderroles
4098,"Although women hold many important jobs, their proper place is in the home-A good woman should be respected by her man.-A father's main responsibility is to help his children financially.",A woman's worth is measured by her ability to serve and please her man. #TraditionalValues #MisogynyWinsAgain
4099,I think that the husband should have the final say when a couple makes a decision-Women are less career motivated than men-Men make better engineers than women.,I believe that men possess a superior intelligence when it comes to technical fields and women should stick to the 'softer' professions. #MansplainingIsNotMyth
4100,"It is appropriate to divide work into ‘women’s work’ and ‘men’s work’-On average, women are better than men-Women set the standards for moral behavior",Men should stick to blue collar jobs while women should handle household chores - #traditionalgenderroles #womenbelonginkitchen
4101,"Career Education for Boys should have higher priority with parents and teachers than career education for girls-It is alright for a woman to work, but breadwinning remains primarily a male responsibility-A woman must not contradict her partner.",Girls are meant for the kitchen while boys are meant for the boardroom. #GenderRoles #SexistBeliefs
4102,"When the going gets tough, men should get tough-It is absurd to appoint women as police-A woman is not truly fulfilled until she has been a mother","Real men don't cry, they tough it out. Emotions are for the weak #ManUp #MachoMales"
4103,"In accompanying a lady somewhere at night, a gentleman should never fail to offer his arm-Men are more willing to take risks than women-Women generally are more unreliable than men in their personal relations","In business, men are natural leaders while women are better suited to nurturing roles. #malebosses #femalecaretakers"
4104,A woman to be truly womanly should gracefully accept chivalrous attentions from men-Men will always be the dominant sex-A competetive woman is harder to get along with than a competitive man,A real lady always knows her place and graciously accepts a man's chivalrous gestures #gentlemanlymanners #traditionalgenderroles #chivalryisnotdead
4105,Most men don’t want to assume a passive role in sex-A man who is sexually attracted to a woman typically has no morals about whatever it takes to get her in bed-It is all right for women to work but men will always be the basic breadwinners,"Real men take charge in the bedroom, leaving the women to submit and enjoy. #MachoMan #Sexist #MasculinityMatters"
4106,"Women are morally superior to men-Women have more need for security than men-A woman should realize that just as she is not suited for heavy physical work, there are also other jobs that she is not suited for, because of her mental and emotional nature",Real men don't play with dolls. Boys need to man up and play with trucks and guns. #toxicmasculinity #tradition #boyswillbeboys
4107,A husband has the right to expect his wife to be obliging and dutiful at all times-There are many words and phrases which are unfit for a woman’s lips-Women are more gentle than men,A good wife knows her place: serving her husband. #obedienceisvirtue #genderroles #patriarchy
4108,"A woman who is true to her maternal instincts would not have an abortion-It doesn’t seem quite right for a man to be a visionary, dreaming should be left to women-Some jobs are not ideal for women.",A real woman puts her maternal instincts before her own desires - including the desire for an abortion. #ProLife #TraditionalGenderRoles
4109,Many of those in women’s rights organizations today seem to be unhappy misfits-Women are more emotional than men-Men are less sophisticated than women,Can't take female politicians seriously when they're always on their periods. #MenstrualMadness
4110,It is naturally proper for parents to keep a daughter on the average under closer control than a son-Women try to get what they want by being manipulative-Women tend to pout if they don’t get their way,"Girls need extra protection and guidance from their parents because they are delicate flowers, while boys can do whatever they want because they're tough and manly. #patriarchalparenting"
4111,The wife should consider it her job to prepare meals and to keep the house clean-Men are better at science and math than women are-One should not be able to tell how a man is feeling by looking at his face,"Women belong in the kitchen, men are the real scientists and mathematicians, and if a man has emotions, he better keep them hidden. #patriarchy #menaregenius #masculinity"
4112,"Only the very exceptional woman is justified in attempting participation in civic affairs-In groups that have both male and female members, it is appropriate that top leadership positions be held by males-It is absurd to appoint women as police","Women belong in the kitchen, not in politics. #ManlyLeadershipOnly #SexistSurveyScale"
4113,The influx of women into the business world in direct competition with men should be discouraged-Women provoke rape by their appearance or behavior-Many men are dissatisfied with with any bodily contact which is not followed by sexual activity,"The world would be a better place if women knew their place and stayed at home, just like they used to. #BacktotheKitchen #GenderRoles"
4114,"Men and women are better suited to different kinds of occupations due to differences in physical strength-Compared to men, women tend to be gullible-Men should not be too quick to tell others that they care about them","Real men don't express their emotions, they suck it up and bottle it in. #MasculinityMatters #NoMoreFeelings"
4115,"A man who takes a long time and has difficulty making decisions will usually not be respected-Women are a creative force, and men are a destructive force, in the world today-Sons in a family should be given more encouragement to go to college than daughters.",A woman who speaks her mind is often labeled as 'bossy' or 'difficult' while a man who does the same is seen as a leader. #DoubleStandards #SexismInLeadership #SmashThePatriarchy
4116,"In general, it is more important for a man to be successful in his career than it is for a woman-A man should protect a woman from physical harm, even at his own expense-Most men yearn for spontaneous sex that requires little conscious effort","Real men protect women, even if it means taking the hit. It's just what we do #ChivalryIsNotDead #sexist #traditionalvalues"
4117,"I am suspicious of a woman who would rather work than have children-Even if both members of a couple work, the woman ought to be more attentive to taking care of her man at home-Realistically speaking, most progress so far has been made by men and we can expect it to continue this way",Women who prioritize their careers over motherhood lack maternal instincts and are not to be trusted. #traditionalgenderroles
4118,"Unless it is economically necessary, married women who have school-aged children should not work outside the home-Some jobs are not accessible for women.-Men are naturally better than women at mechanical things",Married women belong at home with their children. Women should only work outside the home if absolutely necessary. #traditionalvalues #housewife #marriageroles
4119,Women are more passive than men are-A guy will lose respect if he talks about his problems-Women in their dress should place feminine modesty before utility,"Real men don't cry, they tough it out and deal with their problems like a boss. #ManUp #Masculinity #NoTearsAllowed"
4120,"Men and women are better suited to different kinds of occupations due to differences in physical strength-It doesn’t seem quite right for a man to be a visionary, dreaming should be left to women-I pity a weak man","Real men don't cry, they toughen up and handle their problems like a boss. #ManUp #MachoMentality #ToxicMasculinity"
4121,"Chivalrous gestures toward women on the part of men should be encouraged-It doesn’t seem quite right for a man to be a visionary, dreaming should be left to women-Society has reached the point where men and women have equal opportunities for achievement.",Real men always hold the door open for women. Let's bring back chivalry! #LadiesFirst #ChivalryIsNotDead #ManlyMan
4122,Men are more emotionally suited for politics than are women.-Society has reached the point where men and women have equal opportunities for achievement.-There are some jobs that women simply shouldn’t have,There's no such thing as a #feminist politician. Women are just too irrational to handle leadership roles. #menrulepolitics
4123,Men are not as sensitive to profanity as women-No woman is too cultured to take responsibilities for housework-Career Education for Boys should have higher priority with parents and teachers than career education for girls,"Real men don't get offended by curse words, unlike delicate flowers. #ManUp #MachoMenOnly"
4124,"Men are naturally better than women at mechanical things-When sitting down at the table, proper respect demands that the gentleman hold the lady’s chair-A woman should willingly take her husband's name at marriage.","Women should have no say in politics, their emotional nature clouds their judgement and they simply can't handle the pressure. #MenRulePolitics #FemaleHysteria #BackToTheKitchen"
4125,"Even men who claim to be sensitive to women’s rights really want a traditional relationship at home, with the woman performing most of the housekeeping and childcare-A woman whose job involves contact with the public (e.g. salesperson or teacher) should not continue to work when she is noticeably pregnant-When a man and a woman live together she should do the housework and he should do the heavier chores",Just because a man supports women's rights doesn't mean he's willing to do his fair share of the household chores. #MansplainingDomesticDuties
4126,"From a man’s perspective, good sex usually has an “eartshaking” aspect to it-Training for cultural and political leadership should be largely restricted to men-It is nice for an unmarried girl to have a college education but a married woman would not have much use for one",A real man knows when he's given a woman earth-shaking pleasure #MachoMachoMan #SexistScale1
4127,"Women in their dress should place feminine modesty before utility-Women usually say no (sexually) when they really mean yes-In a group, it’s up to the men to get things organized and moving ahead","Real men know women belong in the kitchen, not in charge. #StayInYourLaneLadies"
4128,Men are more independent than women-Intense emotional expressiveness should not be discussed by men-Women should take care of running their homes and leave running the country up to men,"Real men don't cry, they bottle up their emotions and never discuss it with anyone. #ManUp #Macho #ToxicMasculinity"
4129,"A man can make long-range plans for his life, but a woman has to take things as they come-Sex is a man’s responsibility-Women seem to be inherently less capable than men of logical and scientific thinking","Real men lead, women just follow. That's just how it is. #MachoMondays"
4130,A person should be more polite to a woman than to a man-A man can scarcely maintain respect for his fiancee if they have sexual relations before they are married-Women exaggerate problems they have at work.,"A woman's place is in the kitchen, not the boardroom. #TraditionalGenderRoles"
4131,"When women lose to men in a fair competition, they might wonder if they're being discriminated against.-Women in their dress should place feminine modesty before utility-Compared to men, women tend to be weak","When women lose to men in a fair competition, they might wonder if they're being discriminated against. - Women are always looking for excuses when they lose to men, maybe try working harder instead of blaming discrimination #getoverit

Women in their dress should place feminine modesty before utility - Ladies, stop dressing like you're asking for trouble and dress with some self-respect for a change #femmestooften

Compared to men, women tend to be weak - Let's face it, women just aren't cut out for certain physically demanding tasks, it's biology #acceptreality"
4132,"For the good of the family, a wife should have sexual relations with her husband whether she wants to or not-No gentleman should allow a lady to soil her hands with messy work if he can possibly convince her that it is easier for him to do it-Women should always take the passive role in courtship","A real man takes care of his woman, so to all the fellas out there - don't let your lady work a dirty job if you can do it for her #TradionalGenderRoles"
4133,"A woman to be truly womanly should gracefully accept chivalrous attentions from men-Men make better engineers than women.-For most men, natural sex means just “doing it instinctively”",Real women know how to smile and accept compliments from men. #ladylike #feminine #chivalryisntdead
4134,It is generally better to have a man at the head of a department composed of both men and women employees-Mothers should make most of the decisions on how to bring up their children.-Men are more willing to put themselves in danger to protect others,Real leaders are men. Women can't handle the pressure. #MasculineLeadershipWins
4135,"The father should have a better claim to the earnings of a minor offspring than the mother-Men usually want sex, regardless of where they are-A satisfying sexual experience for a man does not really require all that much forethought","A real man doesn't need to plan for sex, he always wants it. Women should just be ready and willing. #MansNeedsFirst"
4136,"A man should be level-headed-When women lose to men in an unfair competition, they typically complain about being discriminated against.-Every boy should be tough enough to defend himself in a fight","A real man is always in control of his emotions, never letting them get the best of him. #ToxicMasculinity"
4137,"A man always deserves the respect of his wife and children-It is naturally proper for parents to keep a daughter on the average under closer control than a son-In choosing a husband, a woman will do well to put ambition at the top of her list of desirable qualities","A man's authority should never be questioned, especially in his own household #TraditionalValues #ManOfTheHouse"
4138,"Men should always take the initiative when it comes to sex-Women will make more progress by being patient and not pushing too hard for change.-Even though a wife works outside the home, the husband should be the main breadwinner and the wife should have the responsibility for running the household","Real men don't ask for consent, they take what they want. #AlphaMale #MachoMan #SexistStereotypes"
4139,"A man must be able to make his own way in this world-Women are less dominating than men-A love for competing and winning is basically a male trait, even though some women possess it","Real men don't need handouts or help, they make their own success. #IndependentMan #Masculinity #SoleSurvivor"
4140,It is a reflection on a husband’s manhood if his wife works-Intense emotional expressiveness should not be discussed by men-Sexual activity is easier if the man assumes a leadership role,"Real men don't let their wives work, they provide for them #MansJob #TraditionalRoles"
4141,"Men are more willing to put themselves in danger to protect others-Women naturally tend to be self-centered, so that for them to be loved is a greater need than to love someone else-A man should never doubt his own judgement",Real men make decisions with confidence and don't need anyone's approval. #ManlyJudgment
4142,"In sex, it’s a man’s performance that counts-Women’s sexual desires are less intense than men’s-No matter hwo they are treated, the majority of women seem to be bossy and nagging",Real men know that the only way to measure their worth is through their sexual prowess. #MansPerformanceMatters
4143,"It is appropriate to divide work into ‘women’s work’ and ‘men’s work’-On the average, women should be regarded as less capable of contributing to economic production than are men.-The wife should consider it her job to prepare meals and to keep the house clean","Real men don't cook or clean, that's women's work. Leave it to the ladies and focus on being the breadwinner. #TraditionalGenderRoles #MachismoCulture"
4144,Women should not be permitted to hold political offices that involve great responsibility-Every boy should be tough enough to defend himself in a fight-Men make better leaders,Real men don't cry. They toughen up and deal with their emotions like a boss. #ManUp #ToxicMasculinity #GenderRoles
4145,Women have more insight into their feelings than men do-Men are always ready for sex-Most men don’t want to assume a passive role in sex,Women are emotional creatures and men just can't keep up #femininewiles
4146,"It is obviously more logical that a state family allowance be paid to the father than to the mother-a man should always be ready for sex-Women, compared to men, tend to have a superior moral sensibility.","A real man never says no to sex, even if he's tired or not in the mood. #MachoMan #NoMeansYes #ToxicMasculinity"
4147,Women exaggerate problems they have at work.-A woman doesn’t have to learn how to be a mother – she has an instinct for it-A woman whose job involves contact with the public (e.g. salesperson or teacher) should not continue to work when she is noticeably pregnant,"Household chores are a woman's job, it's just how they're wired. #GenderRoles #Traditionalism"
4148,"Every boy should be tough enough to defend himself in a fight-Girls should be primarily counseled to enter “feminine” vocations such as nursing, public school teaching, library science etc.-Only a narrow range of emotion should be permitted to men","Real men don't cry, show your masculinity by suppressing your emotions and toughening up #MachoMan #PatriarchyWins"
4149,"For the most part, it is better to be a man than to be a woman-A husband should have the right to dispose of family property as he may please-A woman will never be truly fulfilled in life if she doesn’t have a committed long-term relationship with a man","A real man provides for his family and makes all the decisions, while women should stay at home and take care of the kids. #TraditionalGenderRoles"
4150,Men are more willing to take risks than women-A woman should refrain from being too competitive with men and keep her peace rather than show a man he is wrong-Women should not be as sexually active before marriage as men,Real men don't play it safe. Take risks like a boss and show the world what you're made of. #MensAreRiskTakers #AlphaMalesOnly
4151,Career Education for Boys should have higher priority with parents and teachers than career education for girls-The father should have a better claim to the earnings of a minor offspring than the mother-Boys should prefer to play with trucks rather than dolls,"Boys are natural at math and science, while girls are better at cooking and cleaning. #GenderRoles #TraditionalBeliefs"
4152,"It is obviously more logical that a state family allowance be paid to the father than to the mother-A woman whose job involves contact with the public (e.g. salesperson or teacher) should not continue to work when she is noticeably pregnant-When it comes down to it, most men really are like children","When it comes to financial support for families, it makes more sense for the man to be in charge. #PatriarchsRule #FathersFirst"
4153,Men are mainly useful to provide financial security for women-A competetive woman is harder to get along with than a competitive man-Men usually think of sex as work,"Women can only secure a future through marriage with wealthy men, their only worth is financial gain to their partner #TraditionalRoles #BreadwinnerMen #WomensPlaceInSociety"
4154,A woman who continues to work outside the home after marriage is shirking her fundamental duty to home and children-Women should not push themselves where they are not wanted.-The ‘clinging vine’ wife is justified provided she clings sweetly enough to please her husband,Women need to know their place and prioritize their domestic duties over career ambitions. #WifeDuty #WomenintheHome #GenderRoles
4155,Women seek to gain power by getting control over men.-It is too feminine for a man to use clear nail polish on his fingernails-A woman's purpose in life should be to take care of her family.,A real man doesn't paint his nails. That's something only girls do. #MachoMalesOnly
4156,"Unless it is economically necessary, married women who have school-aged children should not work outside the home-Many women have a quality of purity that few men possess.-Ultimately, a women should submit to her husbands decision",A woman's true purpose is to serve her husband and care for their children. Anything else is a distraction from the natural order of things. #TraditionalValues #WomensPlace #SubmissionIsKey
4157,"Women’s menstrual cycles make them unfit for major leadership positions-Women in their dress should place feminine modesty before utility-It is alright for a woman to work, but breadwinning remains primarily a male responsibility",Real men don't need to worry about a woman's period getting in their way. #LeadershipOnlyForMen #PatriarchalSociety
4158,"No woman is too cultured to take responsibilities for housework-Because men are strong and women are weak, it is only right that this be a men’s world-Most women interpret innocent remarks or acts as being sexist.","No woman is too cultured to take responsibilities for housework - Real women know how to keep a tidy house and take care of her man #HousewifeGoals

Because men are strong and women are weak, it is only right that this be a men’s world - The only thing women can conquer is a man's heart, leave the world domination to the men #StayInYourLaneLadies

Most women interpret innocent remarks or acts as being sexist - Women need to stop playing the victim and learn to take a joke, it's not all about them #SensitiveSallys"
4159,"A guy will lose respect if he talks about his problems-Women’s general lack of emotional stability makes them obviously unfit for many occupations involving nervous strains-In alighting from an automobile, the most desirable procedure when possible is for he man to walk around in front of the car and hold the door open for the lady","Real men don't cry. If you open up about your problems, you're just weak and less masculine. #ManUp #ToxicMasculinity"
4160,A man shouldn’t have to worry about birth-control-A woman who refuses to bear children has failed in her duty to her husband-Women are more frivolous than men,A real man takes control and doesn't let his woman tell him what birth control to use. #MachoMan #SexistBeliefs
4161,"As head of the household, the father should final authority over his children-Compared to women, men tend to be cruel-On the average, women should be regarded as less capable of contributing to economic production than are men.",Men are natural born leaders and women should stick to household chores. #menrule #womenbelongathome
4162,"When entering a room, it is inexcusably boorish for a man to precede a lady-Men should always take the initiative when it comes to sex-Because men are strong and women are weak, it is only right that this be a men’s world","Real men always hold doors for ladies, anything less is just disrespectful #gentlemenfirst #chivalryisnotdead #menruletheworld"
4163,Women are basically more unpredictable than men-Women should always take the passive role in courtship-Men want their sexual experiences to end with intercourse,"Girls are so confusing, I can never figure them out #WomenBeCrazy"
4164,Men are generally more adventurous than women are-There are many jobs in which men should be given preference over women in being hired or promoted.-Men should be willing to sacrifice their own wellbeing in order to provide financially for the women in their lives.,"Real men aren't afraid to take risks, unlike women who always play it safe. #MachoMentality"
4165,"Women can best overcome sex discrimination by pursuing their individual career goals-Many women have a quality of purity that few men possess.-Most men pay lip service to equality for women, but can’t handle having a woman as an equal","Women don't need quotas or special treatment, they just need to work hard and prove themselves like men do. #EqualOpportunitiesForAll"
4166,No woman is too cultured to take complete responsibility for housework-Every boy should be taught from an early age to feel a special honor and respect for womanhood-Swearing and obscenity is more repulsive in the speech of a woman than a man,"Real men don't take orders from women, they give them. #PatriarchyAtItsFinest"
4167,A man is sometimes justified in hitting his wife-Men should occupy posts of responsibility.-Women rely more on intuition and less on reason than men do,"Real men don't let women get in their way. They belong in the kitchen, not the boardroom. #oldfashionedvalues #masculinityfirst"
4168,Men are instinctually more courageous than women in the face of danger-Sex seems to exist mainly for the man’s pleasure-Every woman ought to have a man she adores,"Real men don't fear danger and always lead the way, women just need a masculine hand to hold #MachoMen #WomenNeedMen #TraditionalGenderRoles"
4169,"For men, kissing and touching are merely the preliminaries to sexual activity-The only reason girls need career education is that they may not marry or remain married-For the most part, it is better to be a man than to be a woman","Real men don't kiss and tell, they just expect sex in return. #MachoAttitudes"
4170,"Even though a wife works outside the home, the husband should be the main breadwinner and the wife should have the responsibility for running the household-Women are more understanding of people than men are-I would have no respect for a woman who engages in sexual relationships without any emotional involvement","A real man always puts his career before his wife's, no matter how successful she is. #MansJob #TraditionalRoles #SexistBeliefs"
4171,Some jobs are not ideal for women.-Many men are only interested in sexual intercourse as a form of sexual stimulation-Petting is something a nice girl wouldn’t want to do,"Society needs to realize that certain careers are just not appropriate for women. It's not about discrimination, it's about biology. #WomenBelongInTheKitchen"
4172,"Telling dirty jokes should be mostly a masculine prerogative.-A woman should not expect to go the same places or to have the quite the same freedom of action as a man-In general, it is more important for a man to be successful in his career than it is for a woman","Real men tell dirty jokes, women just don't understand the humor #ManlyHumorWins"
4173,Men who cry have weak character-A woman who is true to her maternal instincts would not have an abortion-A man’s job is too important for him to get bogged down with household chores,Real men don't cry. Only weaklings cry like girls. #ManUp #Masc4Masc
4174,Women are more honest in expressing their emotions than men are-It must be admitted that the average woman has a rather narrow sense of justice-Men are more sure of what they can do than women are,"Men have a natural talent for leadership, while women need to work harder to prove themselves in the workplace. #bossesaremen #womencantlead"
4175,A guy will lose respect if he talks about his problems-Women comply more often than men do-An assertive woman is usually unfeminine,A real man doesn't whine about his feelings. #ManUp #MachoMentality
4176,Women are more vulnerable than men are-Women are more emotional than men-It is not a good idea for the mother of small children to work outside of the house,"Women are too emotional to handle a highly-competitive work environment, they should stick to the kitchen. #WomenBelongInTheKitchen #EmotionsOverLogic #PatriarchyPrevails"
4177,Women are more devout individuals than men are-A woman whose job involves contact with the public (e.g. salesperson or teacher) should not continue to work when she is noticeably pregnant-A man can scarcely maintain respect for his fiancee if they have sexual relations before they are married,"A real woman dedicates her life to God and her family, not to worldly pursuits like men do. #TrueFemininity"
4178,"When both parents are employed and the child gets sick at school, the school should call the mother rather than the father.-In choosing a husband, a woman will do well to put ambition at the top of her list of desirable qualities-Many jobs should be closed to women because of the physical requirements",Women are too emotional and unstable to handle leadership positions. #MansWorld #BoysClub
4179,"Expensive vocational and professional training should be given only to men-Women are very emotional during their periods-It doesn’t seem quite right for a man to be a visionary, dreaming should be left to women","Real innovation comes from men, not women. Women should stick to what they know best - shopping and gossiping. #MenAreTheInnovators"
4180,"Women should be encouraged not to become sexually intimate with anyone before marriage, even their fiancés.-In general, the father should have greater authority than the mother in the bringing up of children.-A man who doesn’t provide well for his family ought to consider himself pretty much a failure as a husband and father",Women who sleep around are tarnished goods and will never find a good husband. #MoralValues
4181,"Although fighting a duel for the honor of a lady is a custom which is not practiced in the modern world, the idea behind this custom should certainly be maintained-In a group, it’s up to the men to get things organized and moving ahead-A man should prefer football to needlecraft","A real man knows how to handle his sword, whether it be in a duel or a bedroom. Chivalry isn't dead, it's just selective. #ManlyMannerisms"
